Timestamp,Total Score,Area,Distance Preferred,Parking Options,Cost Per Hour,Type of Parking,Type of Area,CCTV Security,Water Service,Other Feedback
2024/06/29 07:04:22 PM GMT+5:30,0.78 / 0,372 sq feet,Kanakpura,Commercial area,81 rs,Perpendicular parking,Open area,No,No,Good one
2024/05/19 12:48:08 AM GMT+5:30,0.37 / 0,546 sq feet,Kanakpura,Residential area,80 rs,Angle parking,Open area,Yes,No,Cost should be relevant
2024/02/26 02:16:30 PM GMT+5:30,1.04 / 0,274 sq feet,Suburban Area,Commercial area,35 rs,Perpendicular parking,Open area,No,No,
2024/04/20 11:27:33 AM GMT+5:30,2.87 / 0,686 sq feet,Suburban Area,Residential area,31 rs,Parallel parking,Closed area,Yes,No,Cost should be relevant
2024/05/12 10:56:34 AM GMT+5:30,3.34 / 0,392 sq feet,Kanakpura,Street parking,57 rs,Angle parking,Closed area,No,No,
2024/07/09 02:24:00 AM GMT+5:30,3.51 / 0,52 sq feet,Kanakpura,Commercial area,39 rs,Parallel parking,Open area,No,No,Good one
2024/06/10 08:28:26 PM GMT+5:30,0.13 / 0,934 sq feet,Suburban Area,Commercial area,58 rs,Perpendicular parking,Closed area,Yes,Yes,Cost should be relevant
2024/07/15 10:54:28 AM GMT+5:30,2.78 / 0,537 sq feet,Suburban Area,Street parking,88 rs,Angle parking,Open area,No,Yes,Good one
2024/07/09 06:10:12 PM GMT+5:30,3.81 / 0,935 sq feet,Harohalli,Residential area,98 rs,Angle parking,Closed area,Yes,No,Cost should be relevant
2024/08/14 07:33:33 PM GMT+5:30,0.80 / 0,854 sq feet,Suburban Area,Commercial area,63 rs,Perpendicular parking,Closed area,No,No,Cost should be relevant
2024/03/25 09:26:23 PM GMT+5:30,0.54 / 0,996 sq feet,Kanakpura,Residential area,69 rs,Parallel parking,Open area,Yes,Yes,Good feedback
2024/06/30 06:28:09 AM GMT+5:30,5.35 / 0,727 sq feet,City Center,Commercial area,56 rs,Parallel parking,Open area,No,No,Good feedback
2024/03/12 10:13:02 PM GMT+5:30,3.75 / 0,648 sq feet,City Center,Residential area,72 rs,Parallel parking,Closed area,No,No,Good feedback
2024/04/03 01:07:09 PM GMT+5:30,8.91 / 0,688 sq feet,Suburban Area,Residential area,55 rs,Angle parking,Closed area,No,Yes,Cost should be relevant
2024/05/16 11:47:32 AM GMT+5:30,9.98 / 0,153 sq feet,Suburban Area,Residential area,81 rs,Parallel parking,Closed area,No,Yes,Cost should be relevant
2024/08/31 06:25:23 PM GMT+5:30,4.92 / 0,69 sq feet,Harohalli,Commercial area,49 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/06/06 03:03:09 PM GMT+5:30,5.65 / 0,502 sq feet,Harohalli,Commercial area,89 rs,Angle parking,Closed area,No,Yes,Cost should be relevant
2024/02/11 04:58:55 PM GMT+5:30,7.91 / 0,210 sq feet,Harohalli,Residential area,30 rs,Perpendicular parking,Open area,No,No,
2024/09/17 01:37:06 PM GMT+5:30,7.27 / 0,988 sq feet,Kanakpura,Street parking,35 rs,Perpendicular parking,Closed area,No,Yes,Good feedback
2024/01/01 10:49:22 PM GMT+5:30,8.97 / 0,613 sq feet,City Center,Street parking,87 rs,Parallel parking,Closed area,Yes,Yes,Cost should be relevant
2024/08/03 08:42:53 AM GMT+5:30,7.28 / 0,609 sq feet,Harohalli,Street parking,16 rs,Perpendicular parking,Open area,No,No,Good one
2024/04/06 01:05:40 PM GMT+5:30,5.50 / 0,467 sq feet,Harohalli,Street parking,26 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/08/16 09:34:16 AM GMT+5:30,5.93 / 0,124 sq feet,City Center,Street parking,90 rs,Parallel parking,Open area,No,No,Cost should be relevant
2024/04/04 09:21:03 PM GMT+5:30,6.45 / 0,653 sq feet,Kanakpura,Residential area,19 rs,Parallel parking,Closed area,Yes,No,Good feedback
2024/08/30 08:12:35 PM GMT+5:30,7.86 / 0,187 sq feet,Kanakpura,Residential area,10 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/01/24 07:10:16 AM GMT+5:30,8.37 / 0,544 sq feet,City Center,Residential area,11 rs,Parallel parking,Closed area,No,Yes,
2024/03/28 12:26:06 AM GMT+5:30,4.55 / 0,814 sq feet,Suburban Area,Residential area,27 rs,Parallel parking,Open area,Yes,No,Cost should be relevant
2024/08/15 12:21:38 PM GMT+5:30,7.76 / 0,424 sq feet,Kanakpura,Street parking,14 rs,Perpendicular parking,Open area,Yes,No,Good feedback
2024/08/19 12:19:10 PM GMT+5:30,1.49 / 0,398 sq feet,Suburban Area,Street parking,94 rs,Parallel parking,Open area,Yes,No,
2024/04/05 06:19:40 AM GMT+5:30,3.30 / 0,972 sq feet,Harohalli,Residential area,25 rs,Parallel parking,Closed area,No,Yes,Good feedback
2024/06/18 02:20:40 AM GMT+5:30,7.60 / 0,766 sq feet,Harohalli,Residential area,65 rs,Perpendicular parking,Open area,Yes,Yes,Good one
2024/04/17 05:49:45 PM GMT+5:30,4.18 / 0,725 sq feet,Suburban Area,Residential area,12 rs,Angle parking,Closed area,Yes,Yes,Good feedback
2024/07/09 05:53:37 PM GMT+5:30,4.32 / 0,246 sq feet,Suburban Area,Residential area,67 rs,Perpendicular parking,Open area,No,No,Good one
2024/08/31 11:02:15 AM GMT+5:30,3.92 / 0,43 sq feet,Kanakpura,Street parking,16 rs,Angle parking,Closed area,No,No,
2024/09/03 11:01:21 PM GMT+5:30,6.23 / 0,710 sq feet,Suburban Area,Residential area,88 rs,Angle parking,Closed area,No,Yes,
2024/01/15 06:18:23 PM GMT+5:30,0.40 / 0,854 sq feet,City Center,Residential area,38 rs,Parallel parking,Closed area,No,No,Cost should be relevant
2024/02/02 06:42:26 PM GMT+5:30,1.19 / 0,599 sq feet,Suburban Area,Street parking,14 rs,Parallel parking,Open area,No,No,Good one
2024/02/16 10:15:37 AM GMT+5:30,7.59 / 0,297 sq feet,Suburban Area,Street parking,56 rs,Parallel parking,Open area,Yes,No,
2024/05/29 07:25:30 AM GMT+5:30,7.08 / 0,378 sq feet,Kanakpura,Commercial area,33 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/06/11 02:21:49 AM GMT+5:30,7.92 / 0,572 sq feet,Kanakpura,Street parking,74 rs,Perpendicular parking,Closed area,Yes,Yes,
2024/03/25 06:53:48 AM GMT+5:30,0.81 / 0,865 sq feet,City Center,Commercial area,21 rs,Parallel parking,Open area,Yes,No,Good feedback
2024/03/04 10:14:58 AM GMT+5:30,8.27 / 0,69 sq feet,Suburban Area,Street parking,70 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/04/08 02:21:24 AM GMT+5:30,6.71 / 0,387 sq feet,Kanakpura,Commercial area,49 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/04/09 09:59:14 AM GMT+5:30,6.57 / 0,679 sq feet,Suburban Area,Residential area,96 rs,Parallel parking,Open area,No,Yes,Good one
2024/07/16 01:47:18 AM GMT+5:30,6.41 / 0,801 sq feet,Harohalli,Residential area,90 rs,Parallel parking,Closed area,Yes,No,Good one
2024/07/20 03:40:47 PM GMT+5:30,7.93 / 0,820 sq feet,Suburban Area,Residential area,36 rs,Angle parking,Open area,No,No,Cost should be relevant
2024/03/10 09:37:25 AM GMT+5:30,9.27 / 0,863 sq feet,City Center,Street parking,100 rs,Perpendicular parking,Open area,Yes,Yes,Good feedback
2024/09/16 01:09:55 PM GMT+5:30,8.06 / 0,41 sq feet,Suburban Area,Residential area,28 rs,Perpendicular parking,Closed area,No,Yes,Cost should be relevant
2024/03/13 09:45:32 PM GMT+5:30,4.28 / 0,314 sq feet,Suburban Area,Street parking,11 rs,Angle parking,Closed area,No,Yes,Cost should be relevant
2024/03/27 05:55:38 AM GMT+5:30,9.26 / 0,937 sq feet,Harohalli,Street parking,90 rs,Angle parking,Open area,Yes,No,
2024/05/26 12:46:54 PM GMT+5:30,1.68 / 0,38 sq feet,City Center,Commercial area,38 rs,Parallel parking,Open area,No,No,
2024/08/16 06:29:58 PM GMT+5:30,1.93 / 0,482 sq feet,City Center,Street parking,47 rs,Angle parking,Closed area,Yes,Yes,Good one
2024/01/02 12:11:39 PM GMT+5:30,7.93 / 0,384 sq feet,City Center,Street parking,43 rs,Angle parking,Open area,Yes,Yes,Cost should be relevant
2024/06/29 01:52:10 PM GMT+5:30,1.95 / 0,601 sq feet,Kanakpura,Street parking,65 rs,Perpendicular parking,Closed area,Yes,Yes,Cost should be relevant
2024/09/24 09:44:21 PM GMT+5:30,0.15 / 0,218 sq feet,Suburban Area,Commercial area,97 rs,Perpendicular parking,Closed area,Yes,Yes,Good one
2024/06/15 12:14:35 PM GMT+5:30,6.17 / 0,704 sq feet,City Center,Residential area,100 rs,Parallel parking,Open area,No,Yes,
2024/09/06 12:54:40 PM GMT+5:30,9.86 / 0,999 sq feet,Kanakpura,Commercial area,48 rs,Parallel parking,Closed area,Yes,No,Good feedback
2024/05/05 04:07:50 PM GMT+5:30,9.21 / 0,953 sq feet,Kanakpura,Street parking,64 rs,Angle parking,Open area,Yes,Yes,
2024/03/10 06:12:49 AM GMT+5:30,3.11 / 0,231 sq feet,Suburban Area,Street parking,84 rs,Parallel parking,Closed area,Yes,Yes,
2024/08/11 05:48:10 AM GMT+5:30,1.59 / 0,928 sq feet,Suburban Area,Residential area,13 rs,Parallel parking,Closed area,No,Yes,
2024/05/06 06:23:49 AM GMT+5:30,2.54 / 0,558 sq feet,Suburban Area,Street parking,70 rs,Angle parking,Closed area,Yes,Yes,Good feedback
2024/08/29 11:53:54 PM GMT+5:30,1.04 / 0,660 sq feet,Suburban Area,Commercial area,11 rs,Angle parking,Open area,No,Yes,
2024/05/24 07:18:15 PM GMT+5:30,7.71 / 0,303 sq feet,Kanakpura,Street parking,37 rs,Perpendicular parking,Open area,Yes,No,
2024/02/13 12:31:13 PM GMT+5:30,3.67 / 0,684 sq feet,Suburban Area,Commercial area,28 rs,Angle parking,Open area,No,Yes,Good one
2024/01/27 05:45:45 PM GMT+5:30,6.16 / 0,553 sq feet,Suburban Area,Street parking,29 rs,Perpendicular parking,Closed area,Yes,No,Cost should be relevant
2024/05/24 12:30:44 AM GMT+5:30,7.70 / 0,160 sq feet,City Center,Residential area,15 rs,Perpendicular parking,Open area,No,Yes,Good one
2024/07/12 09:15:40 AM GMT+5:30,6.80 / 0,247 sq feet,City Center,Street parking,64 rs,Parallel parking,Closed area,No,Yes,Cost should be relevant
2024/02/21 09:58:57 AM GMT+5:30,6.69 / 0,31 sq feet,Kanakpura,Street parking,70 rs,Angle parking,Closed area,No,Yes,Cost should be relevant
2024/04/14 02:12:09 AM GMT+5:30,5.63 / 0,275 sq feet,City Center,Commercial area,43 rs,Angle parking,Open area,Yes,No,Good feedback
2024/09/13 12:01:56 PM GMT+5:30,8.19 / 0,387 sq feet,Harohalli,Street parking,71 rs,Perpendicular parking,Closed area,Yes,Yes,Good feedback
2024/07/15 11:42:10 PM GMT+5:30,6.43 / 0,904 sq feet,City Center,Street parking,82 rs,Parallel parking,Open area,No,Yes,
2024/05/10 08:35:39 PM GMT+5:30,3.84 / 0,62 sq feet,Kanakpura,Street parking,39 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/01/03 11:39:02 AM GMT+5:30,9.36 / 0,105 sq feet,Harohalli,Residential area,62 rs,Perpendicular parking,Closed area,No,No,
2024/08/02 10:23:51 AM GMT+5:30,9.97 / 0,18 sq feet,Kanakpura,Commercial area,12 rs,Angle parking,Open area,Yes,Yes,Good one
2024/09/08 08:28:26 AM GMT+5:30,9.66 / 0,82 sq feet,City Center,Street parking,14 rs,Parallel parking,Closed area,No,Yes,Cost should be relevant
2024/01/13 08:22:59 PM GMT+5:30,4.66 / 0,747 sq feet,Suburban Area,Commercial area,95 rs,Angle parking,Closed area,No,No,
2024/04/27 03:53:26 AM GMT+5:30,3.44 / 0,813 sq feet,Harohalli,Commercial area,35 rs,Angle parking,Open area,Yes,No,
2024/02/16 04:58:52 AM GMT+5:30,8.70 / 0,312 sq feet,Harohalli,Commercial area,51 rs,Angle parking,Closed area,Yes,No,Good feedback
2024/03/21 04:57:00 PM GMT+5:30,6.08 / 0,906 sq feet,City Center,Street parking,60 rs,Perpendicular parking,Open area,Yes,Yes,Cost should be relevant
2024/05/18 06:48:21 AM GMT+5:30,7.65 / 0,945 sq feet,City Center,Street parking,66 rs,Parallel parking,Open area,Yes,Yes,
2024/09/06 09:14:22 PM GMT+5:30,2.51 / 0,741 sq feet,Kanakpura,Residential area,95 rs,Angle parking,Closed area,No,Yes,Good one
2024/03/13 06:03:10 PM GMT+5:30,0.60 / 0,930 sq feet,Harohalli,Commercial area,87 rs,Parallel parking,Open area,Yes,No,Good feedback
2024/06/22 01:27:58 AM GMT+5:30,6.58 / 0,579 sq feet,Harohalli,Residential area,61 rs,Parallel parking,Closed area,Yes,No,Good one
2024/05/09 07:12:33 AM GMT+5:30,2.14 / 0,646 sq feet,Suburban Area,Commercial area,31 rs,Parallel parking,Open area,Yes,Yes,Cost should be relevant
2024/04/14 08:16:25 AM GMT+5:30,9.82 / 0,839 sq feet,Suburban Area,Commercial area,94 rs,Parallel parking,Open area,Yes,Yes,Good one
2024/08/20 01:36:02 AM GMT+5:30,7.73 / 0,26 sq feet,Harohalli,Residential area,97 rs,Parallel parking,Closed area,No,Yes,Cost should be relevant
2024/03/31 03:02:06 PM GMT+5:30,1.39 / 0,842 sq feet,Suburban Area,Residential area,92 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/08/17 05:41:39 AM GMT+5:30,5.49 / 0,200 sq feet,Kanakpura,Street parking,37 rs,Perpendicular parking,Open area,No,Yes,
2024/01/24 05:18:04 AM GMT+5:30,1.22 / 0,470 sq feet,City Center,Commercial area,20 rs,Perpendicular parking,Open area,No,No,Good feedback
2024/01/09 11:04:22 PM GMT+5:30,5.77 / 0,297 sq feet,Suburban Area,Residential area,23 rs,Parallel parking,Open area,No,No,
2024/06/13 04:55:54 PM GMT+5:30,1.29 / 0,520 sq feet,Suburban Area,Commercial area,57 rs,Perpendicular parking,Closed area,Yes,Yes,Good feedback
2024/02/13 06:45:25 PM GMT+5:30,0.74 / 0,834 sq feet,Kanakpura,Commercial area,20 rs,Perpendicular parking,Open area,Yes,Yes,Cost should be relevant
2024/06/30 04:41:00 PM GMT+5:30,1.74 / 0,32 sq feet,Suburban Area,Commercial area,13 rs,Parallel parking,Open area,Yes,No,Good feedback
2024/09/14 03:29:00 AM GMT+5:30,8.35 / 0,204 sq feet,Suburban Area,Commercial area,57 rs,Perpendicular parking,Open area,Yes,No,
2024/04/16 02:46:24 PM GMT+5:30,8.60 / 0,699 sq feet,Kanakpura,Street parking,31 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/03/01 12:34:16 PM GMT+5:30,4.64 / 0,722 sq feet,Kanakpura,Residential area,32 rs,Parallel parking,Open area,Yes,No,
2024/03/01 02:41:37 PM GMT+5:30,2.29 / 0,84 sq feet,Suburban Area,Residential area,27 rs,Angle parking,Closed area,No,Yes,Good feedback
2024/05/15 03:17:31 AM GMT+5:30,0.79 / 0,777 sq feet,Harohalli,Residential area,21 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/02/14 08:24:45 AM GMT+5:30,7.04 / 0,920 sq feet,City Center,Residential area,15 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/04/22 03:19:02 PM GMT+5:30,4.62 / 0,712 sq feet,Suburban Area,Residential area,30 rs,Angle parking,Closed area,Yes,Yes,Good one
2024/04/14 11:54:11 PM GMT+5:30,8.70 / 0,354 sq feet,Harohalli,Commercial area,65 rs,Perpendicular parking,Closed area,No,No,Cost should be relevant
2024/02/09 12:48:20 AM GMT+5:30,2.07 / 0,90 sq feet,Suburban Area,Residential area,88 rs,Angle parking,Closed area,Yes,No,
2024/08/31 11:49:19 AM GMT+5:30,3.52 / 0,526 sq feet,Kanakpura,Residential area,81 rs,Angle parking,Closed area,No,Yes,Good one
2024/05/21 12:06:22 AM GMT+5:30,9.00 / 0,304 sq feet,City Center,Residential area,30 rs,Parallel parking,Open area,No,Yes,Good one
2024/05/28 02:56:32 AM GMT+5:30,6.17 / 0,815 sq feet,Suburban Area,Residential area,59 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/04/04 04:52:02 PM GMT+5:30,6.12 / 0,830 sq feet,Kanakpura,Commercial area,31 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/02/18 09:13:01 PM GMT+5:30,9.19 / 0,690 sq feet,Kanakpura,Residential area,23 rs,Perpendicular parking,Open area,Yes,No,Good feedback
2024/03/27 03:50:41 AM GMT+5:30,0.67 / 0,265 sq feet,Harohalli,Street parking,76 rs,Perpendicular parking,Open area,Yes,Yes,
2024/05/22 04:12:13 PM GMT+5:30,5.13 / 0,913 sq feet,City Center,Street parking,28 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/05/22 12:44:12 PM GMT+5:30,8.72 / 0,806 sq feet,Kanakpura,Street parking,23 rs,Parallel parking,Closed area,No,Yes,Good one
2024/03/25 11:32:19 PM GMT+5:30,4.39 / 0,681 sq feet,Suburban Area,Residential area,15 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/01/14 04:15:17 AM GMT+5:30,4.57 / 0,995 sq feet,City Center,Commercial area,54 rs,Angle parking,Open area,No,No,Good feedback
2024/01/14 10:41:17 AM GMT+5:30,1.37 / 0,850 sq feet,Harohalli,Street parking,29 rs,Parallel parking,Open area,Yes,No,Cost should be relevant
2024/05/21 06:48:06 PM GMT+5:30,8.23 / 0,146 sq feet,Suburban Area,Street parking,85 rs,Parallel parking,Open area,No,Yes,
2024/04/23 11:50:24 PM GMT+5:30,6.50 / 0,900 sq feet,Kanakpura,Commercial area,58 rs,Perpendicular parking,Open area,No,No,Good one
2024/06/22 10:50:24 PM GMT+5:30,7.96 / 0,563 sq feet,Suburban Area,Residential area,11 rs,Angle parking,Closed area,Yes,No,Good feedback
2024/08/30 07:26:50 AM GMT+5:30,2.10 / 0,458 sq feet,Harohalli,Residential area,13 rs,Perpendicular parking,Open area,No,Yes,Good feedback
2024/02/06 11:16:33 PM GMT+5:30,7.19 / 0,297 sq feet,Suburban Area,Commercial area,42 rs,Parallel parking,Open area,No,No,Good one
2024/09/05 05:40:29 PM GMT+5:30,2.83 / 0,570 sq feet,Kanakpura,Residential area,55 rs,Angle parking,Closed area,Yes,Yes,
2024/03/26 07:18:18 AM GMT+5:30,9.90 / 0,99 sq feet,City Center,Street parking,46 rs,Parallel parking,Open area,No,Yes,Good feedback
2024/08/23 04:41:52 AM GMT+5:30,5.08 / 0,300 sq feet,City Center,Commercial area,100 rs,Perpendicular parking,Open area,Yes,Yes,Good one
2024/01/27 03:58:29 PM GMT+5:30,1.28 / 0,32 sq feet,Suburban Area,Commercial area,60 rs,Parallel parking,Closed area,No,Yes,Good one
2024/09/15 03:58:10 PM GMT+5:30,7.16 / 0,737 sq feet,Suburban Area,Residential area,62 rs,Parallel parking,Open area,No,Yes,
2024/05/05 03:29:04 PM GMT+5:30,8.69 / 0,10 sq feet,Kanakpura,Residential area,44 rs,Parallel parking,Closed area,No,No,
2024/03/11 10:47:54 PM GMT+5:30,3.17 / 0,475 sq feet,Harohalli,Street parking,38 rs,Perpendicular parking,Closed area,No,Yes,
2024/09/03 08:34:00 PM GMT+5:30,9.77 / 0,63 sq feet,City Center,Residential area,54 rs,Parallel parking,Closed area,Yes,Yes,Good feedback
2024/07/03 08:39:40 PM GMT+5:30,4.44 / 0,565 sq feet,City Center,Residential area,22 rs,Angle parking,Closed area,Yes,Yes,
2024/09/04 11:15:02 PM GMT+5:30,5.97 / 0,774 sq feet,Harohalli,Commercial area,49 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/02/01 11:10:43 AM GMT+5:30,2.83 / 0,223 sq feet,Suburban Area,Commercial area,86 rs,Angle parking,Closed area,No,No,Cost should be relevant
2024/04/16 12:02:20 AM GMT+5:30,9.40 / 0,314 sq feet,City Center,Residential area,12 rs,Parallel parking,Closed area,No,Yes,
2024/08/10 07:51:57 AM GMT+5:30,0.25 / 0,931 sq feet,Harohalli,Street parking,21 rs,Perpendicular parking,Open area,Yes,No,Good one
2024/08/28 10:19:29 AM GMT+5:30,1.53 / 0,29 sq feet,Suburban Area,Commercial area,30 rs,Perpendicular parking,Closed area,No,No,Cost should be relevant
2024/05/26 08:02:00 PM GMT+5:30,2.54 / 0,127 sq feet,Kanakpura,Street parking,17 rs,Parallel parking,Closed area,Yes,No,
2024/08/05 08:36:25 PM GMT+5:30,4.50 / 0,172 sq feet,Kanakpura,Commercial area,29 rs,Perpendicular parking,Open area,No,Yes,
2024/07/22 11:44:49 PM GMT+5:30,2.22 / 0,675 sq feet,Kanakpura,Residential area,89 rs,Angle parking,Open area,Yes,Yes,Good one
2024/09/11 02:59:21 PM GMT+5:30,6.68 / 0,123 sq feet,Suburban Area,Street parking,49 rs,Angle parking,Open area,Yes,Yes,Good one
2024/03/04 02:00:43 AM GMT+5:30,6.38 / 0,693 sq feet,Harohalli,Street parking,45 rs,Parallel parking,Open area,Yes,Yes,
2024/02/05 07:32:00 PM GMT+5:30,3.62 / 0,82 sq feet,City Center,Residential area,85 rs,Parallel parking,Closed area,No,No,Cost should be relevant
2024/01/04 03:55:43 AM GMT+5:30,7.95 / 0,414 sq feet,Harohalli,Commercial area,45 rs,Parallel parking,Open area,Yes,No,Good one
2024/01/28 04:37:39 PM GMT+5:30,1.30 / 0,831 sq feet,Harohalli,Street parking,25 rs,Perpendicular parking,Closed area,Yes,No,Good feedback
2024/09/02 08:47:36 PM GMT+5:30,7.61 / 0,498 sq feet,Harohalli,Residential area,90 rs,Parallel parking,Open area,Yes,No,Good feedback
2024/05/05 02:57:46 AM GMT+5:30,5.79 / 0,660 sq feet,Kanakpura,Residential area,22 rs,Perpendicular parking,Open area,No,Yes,Cost should be relevant
2024/07/05 12:04:13 AM GMT+5:30,8.20 / 0,700 sq feet,Harohalli,Commercial area,36 rs,Angle parking,Open area,No,Yes,Cost should be relevant
2024/08/19 08:28:11 AM GMT+5:30,9.10 / 0,628 sq feet,Harohalli,Commercial area,10 rs,Perpendicular parking,Open area,Yes,No,
2024/04/16 11:44:28 PM GMT+5:30,1.84 / 0,553 sq feet,Kanakpura,Commercial area,70 rs,Angle parking,Open area,Yes,Yes,Good feedback
2024/04/10 02:27:21 PM GMT+5:30,0.15 / 0,567 sq feet,City Center,Street parking,25 rs,Perpendicular parking,Open area,Yes,Yes,
2024/06/15 12:50:05 AM GMT+5:30,3.92 / 0,36 sq feet,Harohalli,Residential area,71 rs,Parallel parking,Closed area,Yes,Yes,
2024/07/21 04:42:37 AM GMT+5:30,2.02 / 0,15 sq feet,Kanakpura,Commercial area,98 rs,Parallel parking,Open area,Yes,Yes,Cost should be relevant
2024/01/13 11:25:17 PM GMT+5:30,0.56 / 0,586 sq feet,City Center,Residential area,95 rs,Angle parking,Open area,No,Yes,
2024/09/21 05:56:32 PM GMT+5:30,2.26 / 0,23 sq feet,Suburban Area,Commercial area,23 rs,Angle parking,Closed area,Yes,Yes,Cost should be relevant
2024/02/28 06:21:27 PM GMT+5:30,5.53 / 0,800 sq feet,City Center,Street parking,79 rs,Perpendicular parking,Closed area,No,No,Good feedback
2024/04/06 07:35:38 AM GMT+5:30,9.47 / 0,897 sq feet,Suburban Area,Street parking,50 rs,Angle parking,Closed area,Yes,Yes,
2024/08/30 01:50:08 PM GMT+5:30,1.04 / 0,923 sq feet,Suburban Area,Street parking,91 rs,Angle parking,Open area,Yes,Yes,
2024/08/17 05:51:19 AM GMT+5:30,6.03 / 0,684 sq feet,Kanakpura,Street parking,95 rs,Parallel parking,Closed area,No,No,Good one
2024/01/06 12:23:45 PM GMT+5:30,3.83 / 0,887 sq feet,Suburban Area,Street parking,33 rs,Angle parking,Open area,Yes,No,Good feedback
2024/05/15 04:58:31 PM GMT+5:30,2.17 / 0,361 sq feet,City Center,Street parking,77 rs,Angle parking,Open area,Yes,No,Cost should be relevant
2024/03/27 02:19:02 PM GMT+5:30,3.82 / 0,891 sq feet,City Center,Commercial area,87 rs,Parallel parking,Closed area,Yes,No,Good feedback
2024/01/21 09:55:37 PM GMT+5:30,6.83 / 0,212 sq feet,Harohalli,Residential area,86 rs,Angle parking,Closed area,No,No,
2024/03/26 10:09:47 AM GMT+5:30,3.18 / 0,980 sq feet,Harohalli,Commercial area,27 rs,Parallel parking,Open area,No,Yes,Cost should be relevant
2024/02/13 04:54:34 PM GMT+5:30,9.41 / 0,246 sq feet,Suburban Area,Street parking,14 rs,Parallel parking,Closed area,Yes,No,Cost should be relevant
2024/08/30 02:11:00 AM GMT+5:30,5.57 / 0,417 sq feet,Kanakpura,Commercial area,48 rs,Angle parking,Closed area,Yes,No,
2024/04/17 02:02:57 PM GMT+5:30,8.76 / 0,901 sq feet,Kanakpura,Residential area,78 rs,Perpendicular parking,Open area,Yes,No,Good feedback
2024/04/15 02:34:29 PM GMT+5:30,8.21 / 0,566 sq feet,Suburban Area,Commercial area,71 rs,Angle parking,Closed area,No,Yes,Good one
2024/09/15 11:30:39 AM GMT+5:30,8.70 / 0,943 sq feet,Suburban Area,Commercial area,97 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/01/27 08:03:47 PM GMT+5:30,7.66 / 0,211 sq feet,Suburban Area,Street parking,14 rs,Perpendicular parking,Closed area,No,No,
2024/07/31 05:17:52 AM GMT+5:30,1.74 / 0,178 sq feet,Kanakpura,Commercial area,82 rs,Parallel parking,Open area,No,Yes,Good one
2024/02/11 04:08:44 AM GMT+5:30,8.15 / 0,100 sq feet,City Center,Commercial area,73 rs,Perpendicular parking,Closed area,No,Yes,Good one
2024/06/13 07:52:17 AM GMT+5:30,0.84 / 0,505 sq feet,Harohalli,Street parking,24 rs,Parallel parking,Closed area,No,Yes,
2024/05/18 06:03:32 AM GMT+5:30,1.78 / 0,532 sq feet,Harohalli,Street parking,41 rs,Perpendicular parking,Open area,Yes,No,
2024/04/09 08:16:42 PM GMT+5:30,9.03 / 0,965 sq feet,City Center,Commercial area,75 rs,Angle parking,Closed area,No,No,Cost should be relevant
2024/09/15 09:21:33 PM GMT+5:30,9.32 / 0,924 sq feet,Harohalli,Commercial area,49 rs,Angle parking,Open area,No,Yes,
2024/05/05 03:09:32 PM GMT+5:30,8.57 / 0,537 sq feet,Harohalli,Street parking,54 rs,Parallel parking,Closed area,Yes,Yes,Cost should be relevant
2024/03/27 04:24:08 PM GMT+5:30,4.78 / 0,220 sq feet,Suburban Area,Residential area,40 rs,Perpendicular parking,Closed area,Yes,No,Good feedback
2024/09/02 02:28:50 AM GMT+5:30,9.26 / 0,584 sq feet,Suburban Area,Commercial area,54 rs,Perpendicular parking,Closed area,Yes,Yes,
2024/04/20 06:01:48 PM GMT+5:30,7.19 / 0,479 sq feet,City Center,Commercial area,97 rs,Parallel parking,Open area,No,No,Cost should be relevant
2024/07/23 12:04:56 AM GMT+5:30,6.86 / 0,569 sq feet,City Center,Street parking,97 rs,Perpendicular parking,Closed area,No,No,Cost should be relevant
2024/07/26 01:13:14 PM GMT+5:30,5.36 / 0,738 sq feet,Kanakpura,Commercial area,36 rs,Parallel parking,Open area,No,Yes,
2024/03/04 08:34:17 AM GMT+5:30,2.87 / 0,781 sq feet,City Center,Residential area,27 rs,Parallel parking,Open area,Yes,No,Good one
2024/07/17 04:40:59 AM GMT+5:30,6.00 / 0,388 sq feet,Harohalli,Commercial area,90 rs,Parallel parking,Closed area,No,No,Cost should be relevant
2024/03/13 03:30:08 AM GMT+5:30,5.64 / 0,460 sq feet,Kanakpura,Commercial area,16 rs,Angle parking,Open area,No,No,Good one
